"","DGames","DWins","DLoss","DWLpct","DSRS","DSOS","DConfW","DConfL","DHomeW","DHomeL","DAwayW","DAwayL","DPnts","DOppPnts","DMP","DFG","DFGA","DFGpct","DThreeP","DThreePA","DThreePpct","DFT","DFTA","DFTpct","DORB","DTRB","DAST","DSTL","DBLK","DTOV","DPF","SeedDiff","ScoreDiff"
"176",-1,2,-3,0.083,10.03,2.32,3,-3,NA,NA,NA,NA,195,57,NA,116,151,0.027,149,270,0.084,-186,-361,0.094,-37,-66,129,48,21,-107,-159,-9,17
"177",8,15,-7,0.262,30.45,17.87,3,1,NA,NA,NA,NA,981,553,NA,354,392,0.084,86,178,0.065,187,212,0.0499999999999999,45,307,285,-23,91,6,-100,-15,36
"178",-4,-2,-2,0.032,4.38,-0.13,0,0,NA,NA,NA,NA,-126,-236,NA,-35,-162,0.021,22,55,0.00800000000000001,-78,-180,0.0549999999999999,-106,-251,-1,15,-36,-109,-218,-1,15
"179",-4,7,-11,0.325,4.15,-8.91,7,-7,NA,NA,NA,NA,-364,-702,NA,-82,-441,0.076,71,117,0.045,-271,-425,0.018,-201,-496,46,49,-31,-156,-134,-7,12
"180",6,8,-2,0.111,22.6,12.65,0,-2,NA,NA,NA,NA,823,491,NA,299,480,0.039,66,162,0.011,159,169,0.043,171,56,260,73,46,55,23,-13,39
"181",1,-4,5,-0.144,5.76,12.78,-4,2,NA,NA,NA,NA,-220,99,NA,-114,-25,-0.05,53,173,-0.023,-45,-103,0.0329999999999999,-56,-58,-29,26,47,-43,-40,-1,23
"182",0,0,0,0,6.16,10.45,-1,1,NA,NA,NA,NA,42,168,NA,-32,-22,-0.013,-63,-71,-0.065,169,249,-0.00600000000000001,44,171,-47,-6,20,140,37,-11,-1
"183",1,-3,4,-0.118,1.42,6.29,1,3,NA,NA,NA,NA,19,224,NA,3,99,-0.022,-63,-104,-0.053,76,216,-0.098,174,246,27,10,30,118,22,-3,-2
"184",5,6,-1,0.0569999999999999,14.56,17.2,1,1,NA,NA,NA,NA,705,728,NA,163,379,-0.00600000000000001,157,337,0.064,222,264,0.044,119,365,135,-146,-14,78,153,-11,10
"185",2,-1,3,-0.075,3.3,10.05,-3,3,NA,NA,NA,NA,-171,50,NA,-67,-15,-0.03,-11,5,-0.022,-26,-24,-0.011,14,83,43,9,-7,53,-52,-7,2
"186",1,9,-8,0.255,9.21,-8.23,8,-10,NA,NA,NA,NA,922,352,NA,384,633,0.038,81,134,0.072,73,32,0.0679999999999999,131,226,190,128,-34,-36,-29,-7,-9
"187",-3,-3,0,-0.027,-3.74,0.55,2,-4,NA,NA,NA,NA,-677,-462,NA,-359,-567,-0.059,45,145,-0.005,-4,-70,0.0630000000000001,-158,-288,-185,-86,14,-92,-131,-3,-30
"188",-2,-5,3,-0.116,1.52,2.51,-7,5,NA,NA,NA,NA,-163,-93,NA,-108,-28,-0.053,-13,-40,0.003,66,132,-0.031,49,29,-182,-19,97,-20,-41,-1,-1
"189",5,6,-1,0.084,2.18,4.64,1,-1,NA,NA,NA,NA,781,818,NA,250,342,0.05,55,93,0.058,226,337,0.003,47,72,129,25,-11,54,88,-5,3
"190",4,11,-7,0.249,9.09,3.39,5,-5,NA,NA,NA,NA,184,-30,NA,-7,-64,0.013,-4,-49,0.027,202,254,0.029,-36,184,28,-62,29,-9,18,-11,17
"191",0,2,-2,0.0659999999999999,9.14,-3.56,0,-2,NA,NA,NA,NA,147,-234,NA,5,23,-0.004,23,70,-0.004,114,109,0.044,72,37,31,158,-34,-19,144,-5,-1
"192",-4,0,-4,0.092,2.14,3.49,2,0,NA,NA,NA,NA,137,201,NA,44,-90,0.047,-131,-298,-0.038,180,200,0.0589999999999999,9,-12,-29,-16,-31,25,-89,-9,-1
"193",3,-2,5,-0.13,10.76,10.88,-4,2,NA,NA,NA,NA,-11,-30,NA,96,240,-0.00600000000000001,50,146,-0.00600000000000001,-253,-222,-0.124,41,43,68,11,32,-90,-124,-9,14
"194",4,8,-4,0.155,31.21,13.65,5,1,NA,NA,NA,NA,685,159,NA,301,687,0.002,38,111,-0.001,45,74,-0.005,277,418,47,112,33,-15,79,-15,39
"195",1,3,-2,0.0700000000000001,1.02,1.54,0,0,NA,NA,NA,NA,-41,-25,NA,-88,-11,-0.044,121,292,0.032,14,11,0.01,-11,-95,-36,48,-54,-32,95,-7,11
"196",3,8,-5,0.185,15.43,8.63,-1,1,NA,NA,NA,NA,226,-11,NA,64,107,0.00800000000000001,-29,-36,-0.031,127,128,0.0670000000000001,64,208,67,-48,16,33,67,-11,24
"197",-2,5,-7,0.206,-4.7,-11.04,7,-5,NA,NA,NA,NA,-61,-278,NA,54,-83,0.053,-83,-252,0.015,-86,-177,0.0469999999999999,-34,-126,-24,-8,11,-147,-160,-1,-9
"198",7,16,-9,0.323,31.21,15.83,4,-4,NA,NA,NA,NA,534,19,NA,182,414,-0.00699999999999995,-22,-63,0,192,149,0.116,153,414,82,54,28,42,49,-15,25
"199",8,25,-17,0.562,49.43,19.93,8,-11,NA,NA,NA,NA,1329,217,NA,475,437,0.127,144,209,0.115,235,229,0.081,21,291,317,44,153,-4,-22,-15,41
"200",4,1,3,-0.0680000000000001,9.19,9.54,-3,5,NA,NA,NA,NA,567,536,NA,143,289,0.004,81,233,-0.014,200,246,0.0529999999999999,61,113,83,162,38,206,183,-5,14
"201",5,3,2,-0.0139999999999999,6.22,5.89,-4,4,NA,NA,NA,NA,260,221,NA,121,24,0.056,12,-49,0.051,6,35,-0.026,-125,62,121,-47,28,87,-62,-5,20
"202",-2,0,-2,0.042,6.49,6.03,-1,1,NA,NA,NA,NA,-151,-158,NA,-114,-287,0.01,33,24,0.05,44,40,0.0209999999999999,-43,-190,-10,-25,-8,-13,-87,-7,13
"203",0,0,0,0,10.34,5.37,-2,0,NA,NA,NA,NA,-122,-241,NA,-5,212,-0.057,-64,-80,-0.0649999999999999,-48,41,-0.112,194,277,-47,57,81,-5,-1,-5,21
"204",4,5,-1,0.0600000000000001,20.23,10.56,-1,1,NA,NA,NA,NA,517,173,NA,217,401,0.014,25,141,-0.042,58,111,-0.02,137,341,188,56,112,88,53,-11,22
"205",-1,-3,2,-0.077,2.98,3.26,0,-2,NA,NA,NA,NA,-51,-35,NA,44,34,0.016,-44,-52,-0.043,-95,-102,-0.0359999999999999,-17,-74,52,-5,55,24,44,-3,-4
"206",2,5,-3,0.105,21.79,12.74,3,-1,NA,NA,NA,NA,547,213,NA,209,332,0.025,-25,-112,0.026,154,225,-0.00600000000000001,49,126,149,227,56,66,116,-13,22
"207",0,1,-1,0.034,19.42,16.35,5,1,NA,NA,NA,NA,11,-37,NA,83,31,0.041,-115,-331,-0.00700000000000001,-40,-53,-0.004,67,108,-6,2,34,130,-66,-13,21
"208",8,18,-10,0.368,29.91,17.18,5,-9,NA,NA,NA,NA,676,183,NA,264,388,0.045,-27,-84,0.003,175,209,0.044,223,371,149,50,-22,92,135,-15,23
"209",-7,-11,4,-0.193,-1.5,7.72,-4,6,NA,NA,NA,NA,-815,-453,NA,-236,-428,-0.021,-158,-373,-0.026,-185,-221,-0.0449999999999999,-59,-235,-145,-72,30,-89,-134,-3,-12
"210",-5,-5,0,-0.045,4.44,3.15,2,0,NA,NA,NA,NA,-475,-471,NA,-148,-239,-0.021,-67,-193,0.01,-112,-60,-0.103,-41,-128,-71,32,-4,-5,56,-1,-2
"211",1,-1,2,-0.052,11.46,10.04,-3,3,NA,NA,NA,NA,-183,-203,NA,-79,-137,-0.00800000000000001,-36,-99,0.003,11,4,0.011,4,176,16,-119,45,38,-76,-11,-2
"212",3,0,3,-0.0679999999999999,12.22,14.22,-4,2,NA,NA,NA,NA,105,119,NA,25,58,-0.000999999999999945,30,65,0.013,25,121,-0.0700000000000001,-43,-52,-5,22,37,14,77,-9,14
"213",7,4,3,-0.043,22.54,18.25,-1,3,NA,NA,NA,NA,736,539,NA,341,846,-0.031,-52,-129,-0.00800000000000001,106,161,-0.00599999999999989,337,612,135,130,27,67,74,-11,26
"214",3,3,0,0.021,25.09,20.82,1,1,NA,NA,NA,NA,151,-1,NA,5,-72,0.019,8,-13,0.022,133,119,0.0639999999999999,-92,-23,111,-142,-22,-144,-41,-13,12
"215",-1,-2,1,-0.04,3.22,2.09,0,2,NA,NA,NA,NA,-44,-59,NA,28,43,0.005,-48,-52,-0.05,-52,-38,-0.0379999999999999,73,109,-40,66,130,91,13,-1,-8
"216",5,1,4,-0.081,9.78,6.2,0,-2,NA,NA,NA,NA,175,143,NA,39,231,-0.032,59,250,-0.037,38,86,-0.03,119,225,-14,73,36,-44,-30,-5,7
"217",-1,-4,3,-0.106,12.44,14.33,-3,1,NA,NA,NA,NA,-216,-150,NA,-110,-71,-0.045,-6,50,-0.04,10,45,-0.03,83,35,-41,28,51,29,16,-9,10
"218",-2,-2,0,-0.024,-2.9,-3.63,6,-6,NA,NA,NA,NA,-139,-157,NA,-65,-90,-0.015,-30,-104,0.00600000000000001,21,57,-0.021,19,104,-113,-13,53,5,-6,-3,-4
"219",0,-3,3,-0.0960000000000001,7.14,8.98,0,4,NA,NA,NA,NA,426,480,NA,222,431,0.017,-33,-44,-0.034,15,170,-0.156,157,166,95,119,31,139,202,-7,-3
"220",3,10,-7,0.248,14.66,4.02,5,-5,NA,NA,NA,NA,146,-234,NA,65,60,0.02,53,127,0.019,-37,-63,0.01,48,160,80,-28,19,-61,-17,-13,22
"221",-1,1,-2,0.05,-2.81,-0.28,2,0,NA,NA,NA,NA,-141,48,NA,-77,-79,-0.021,31,16,0.042,-18,-143,0.104,-3,-14,-61,-94,13,-5,-120,-1,-2
"222",-3,-7,4,-0.164,-0.0500000000000007,5.54,-5,5,NA,NA,NA,NA,-11,140,NA,-18,-139,0.028,-51,-165,0.011,76,198,-0.098,-12,-11,58,-27,31,92,-95,-3,-1
"223",-1,0,-1,0.0209999999999999,3.47,3.86,-2,0,NA,NA,NA,NA,-427,-407,NA,-152,-248,-0.025,25,81,-0.00800000000000001,-148,-231,0.029,-77,-212,-67,-75,-61,-91,20,-7,-11
"224",1,10,-9,0.279,31.16,20.08,5,-5,NA,NA,NA,NA,394,33,NA,138,101,0.048,64,120,0.071,54,-40,0.091,-116,-37,123,3,20,-117,-177,-15,24
"225",1,1,0,0.00900000000000001,5.31,6.56,-2,0,NA,NA,NA,NA,13,-1,NA,55,401,-0.064,-62,1,-0.089,-35,13,-0.0649999999999999,218,251,-72,-15,33,-34,-23,-3,3
"226",2,11,-9,0.298,22.21,8.74,8,-8,NA,NA,NA,NA,697,247,NA,231,262,0.065,-11,-14,-0.013,246,293,0.072,82,202,138,15,156,-118,0,-13,17
"227",1,-3,4,-0.11,8.1,5.69,-6,6,NA,NA,NA,NA,214,204,NA,77,183,-0.004,-10,-59,0.024,70,-2,0.1,91,140,42,-5,53,42,16,-7,8
"228",3,14,-11,0.369,31.71,12.72,7,-9,NA,NA,NA,NA,1043,404,NA,373,447,0.091,68,99,0.047,229,266,0.0559999999999999,72,185,176,108,105,-6,22,-15,27
"229",6,6,0,0.042,11.25,8.5,0,2,NA,NA,NA,NA,995,820,NA,351,700,0.00900000000000001,113,326,-0.014,180,205,0.0509999999999999,216,398,181,128,53,216,237,-7,1
"230",3,1,2,-0.036,15.73,12.49,-3,5,NA,NA,NA,NA,482,358,NA,127,360,-0.019,42,114,0.003,186,237,0.0439999999999999,87,121,63,139,0,89,144,-9,20
"231",-5,-5,0,-0.045,6.32,6.87,-2,4,NA,NA,NA,NA,-228,-164,NA,-118,-397,0.034,-110,-352,0.034,118,134,0.0399999999999999,-91,-167,-28,-102,42,-80,-135,-5,-20
"232",6,7,-1,0.0589999999999999,18.66,16.69,-1,-1,NA,NA,NA,NA,616,436,NA,206,295,0.034,42,102,0.011,162,234,-0.004,9,160,114,1,-37,39,12,-13,10
"233",1,3,-2,0.07,3.27,1.96,2,-2,NA,NA,NA,NA,289,259,NA,167,334,0.00700000000000001,-36,-100,-0.00299999999999995,-9,5,-0.019,46,203,136,45,61,51,128,-1,4
"234",2,2,0,0.0199999999999999,9.07,7.42,1,-1,NA,NA,NA,NA,144,67,NA,26,157,-0.024,11,131,-0.054,81,92,0.0269999999999999,42,169,41,-56,98,14,-23,-7,5
"235",3,4,-1,0.0499999999999999,14.48,8.26,-2,0,NA,NA,NA,NA,424,221,NA,167,200,0.042,3,0,0.005,87,196,-0.0589999999999999,102,233,120,125,16,115,7,-9,3
"236",-4,-7,3,-0.13,-1.45,4.12,-1,3,NA,NA,NA,NA,-450,-256,NA,-116,-191,-0.013,-95,-212,-0.036,-123,-218,0.0389999999999999,-27,-280,-69,84,-14,21,-82,-3,-11
"237",4,5,-1,0.069,19.15,13.57,-2,0,NA,NA,NA,NA,240,33,NA,155,274,0.014,48,126,0.00900000000000001,-118,-123,-0.0399999999999999,32,82,138,122,19,13,31,-11,15
"238",0,4,-4,0.117,-0.539999999999999,-2.37,6,-6,NA,NA,NA,NA,-183,-245,NA,-82,-197,0.002,-160,-392,-0.051,141,68,0.145,38,123,40,-93,6,10,-90,-5,4
"239",7,13,-6,0.227,27.93,13.62,3,-3,NA,NA,NA,NA,761,293,NA,260,446,0.029,25,50,0.01,216,226,0.084,122,349,143,20,-15,34,165,-15,27
"240",5,4,1,0.03,4.45,3.58,-1,1,NA,NA,NA,NA,413,360,NA,243,244,0.068,-122,-312,-0.019,49,79,-0.01,101,355,183,-65,117,124,-21,-1,14
"241",-2,0,-2,0.048,15.06,10.3,0,0,NA,NA,NA,NA,-348,-376,NA,-118,-134,-0.03,-55,-59,-0.07,-57,-76,-0.005,7,-25,-147,-131,73,-129,-106,-11,26
"242",4,6,-2,0.0940000000000001,20.29,14.04,1,1,NA,NA,NA,NA,353,176,NA,184,285,0.032,12,-15,0.025,-27,-85,0.0459999999999999,49,83,119,26,-15,-39,59,-11,24
"243",3,3,0,0.02,14.78,12.62,-4,2,NA,NA,NA,NA,313,159,NA,106,133,0.023,-9,-68,0.027,110,145,0.0139999999999999,3,186,207,-10,1,69,13,-11,20
"244",-2,0,-2,0.045,4.1,3.42,3,-1,NA,NA,NA,NA,-26,-71,NA,1,-143,0.036,-78,-133,-0.053,50,10,0.0669999999999999,-95,-174,33,-19,-110,-7,41,-3,-1
"245",3,2,1,-0.004,6.92,6.1,1,-1,NA,NA,NA,NA,291,233,NA,97,179,0.011,-12,-1,-0.019,109,189,-0.0289999999999999,26,72,70,46,34,76,38,-5,1
"246",2,5,-3,0.113,9.92,5.59,1,-1,NA,NA,NA,NA,-237,58,NA,-76,45,-0.059,-47,-61,-0.038,-38,-20,-0.038,136,32,-50,232,-7,-115,-43,-13,5
"247",-3,7,-10,0.283,36.06,16.5,1,-2,NA,NA,NA,NA,61,-571,NA,-10,-367,0.076,32,-25,0.066,49,29,0.0369999999999999,-191,-84,169,-96,29,-35,33,-15,19
"248",0,5,-5,0.157,14.47,12,1,-3,NA,NA,NA,NA,77,35,NA,51,220,-0.031,-142,-321,-0.035,117,162,0.00600000000000001,173,203,21,56,65,10,-26,-9,14
"249",2,3,-1,0.0439999999999999,20.22,15.01,3,1,NA,NA,NA,NA,-20,-178,NA,16,209,-0.041,25,148,-0.042,-77,-53,-0.0629999999999999,155,178,-2,-1,36,-175,-99,-13,26
"250",-1,1,-2,0.053,16.57,9.7,-1,1,NA,NA,NA,NA,188,-62,NA,29,-28,0.02,66,135,0.028,66,20,0.0670000000000001,-28,413,-15,19,78,NA,406,-9,5
"251",1,2,-1,0.039,13.89,6.39,-1,-1,NA,NA,NA,NA,324,73,NA,120,131,0.033,24,36,0.023,60,153,-0.0589999999999999,117,238,75,-48,64,94,45,-7,16
"252",6,9,-3,0.123,10.2,-0.1,2,-2,NA,NA,NA,NA,426,2,NA,121,180,0.017,97,236,0.03,87,97,0.0239999999999999,17,88,8,170,36,22,104,-3,27
"253",2,-1,3,-0.074,7.45,6.94,-1,1,NA,NA,NA,NA,192,183,NA,118,144,0.027,-10,14,-0.029,-34,-29,-0.025,49,114,117,24,14,129,96,-5,8
"254",-1,4,-5,0.143,3.23,-4.03,3,-5,NA,NA,NA,NA,128,-125,NA,53,-72,0.052,76,142,0.049,-54,-110,0.0329999999999999,-68,-87,95,-56,-37,-124,-79,-1,3
"255",2,-2,4,-0.095,7.5,8.92,-3,5,NA,NA,NA,NA,-642,-602,NA,-256,-374,-0.044,-72,-192,-0.00700000000000001,-58,-63,-0.0219999999999999,-124,-202,-176,-46,-59,-101,61,-1,10
"256",5,7,-2,0.101,25.85,15.02,4,-2,0,2,2,-4,362,-53,NA,100,200,0.002,-37,-40,-0.039,199,290,-0.027,128,309,71,86,43,119,53,-13,25
"257",-2,-5,3,-0.113,4.54,4.58,0,0,3,-1,-4,4,-98,-76,NA,-43,-125,0.00600000000000001,87,180,0.036,-99,-178,0.0289999999999999,-197,-381,-71,41,-74,-99,-40,-3,-2
"258",1,2,-1,0.0379999999999999,14.98,8.6,0,0,4,0,-3,-1,304,114,NA,96,332,-0.035,33,158,-0.047,79,115,-0.004,151,169,2,5,10,-47,39,-11,3
"259",2,1,1,-0.013,5.25,4.37,1,1,-4,3,3,-1,262,225,NA,177,456,-0.015,29,115,-0.024,-121,-75,-0.0830000000000001,172,228,37,-9,10,-53,175,-7,25
"260",8,14,-6,0.22,36,20.83,-2,-2,3,0,1,-6,1358,726,NA,461,866,0.027,206,487,0.032,230,324,0.00700000000000001,238,450,262,131,91,60,142,-15,43
"261",0,0,0,0,12.65,9.16,-2,2,1,0,-1,-1,206,192,NA,37,-25,0.027,43,63,0.031,89,87,0.038,-122,-95,86,25,-41,-2,1,-11,13
"262",-2,-4,2,-0.09,1.91,3.52,0,0,-4,3,2,-1,-236,-144,NA,-2,-195,0.044,-137,-323,-0.035,-95,-110,-0.0289999999999999,-69,-66,53,-63,17,-12,-110,-1,-2
"263",-3,-9,6,-0.221,1.79,7.33,-6,6,-1,2,-7,3,-356,-165,NA,-129,-57,-0.056,5,-16,0.015,-103,-146,-0.003,-23,-116,-102,34,8,-5,-7,-1,-4
"264",3,8,-5,0.177,34.42,19.2,2,-6,5,-3,-1,-5,433,-90,NA,161,190,0.04,72,127,0.046,39,3,0.0429999999999999,69,222,158,-39,13,-13,7,-15,42
"265",0,-3,3,-0.088,8.89,9.61,-3,1,3,0,-3,1,18,69,NA,35,-21,0.024,1,-16,0.013,-53,65,-0.127,-26,165,84,-2,73,150,-21,-9,-4
"266",3,-1,4,-0.093,1.84,7.7,-7,5,-2,4,-2,1,268,445,NA,27,113,-0.012,-39,-121,0.00700000000000001,253,356,0.003,125,267,-16,-102,-31,94,137,-3,13
"267",-1,0,-1,0.025,19.57,15.47,-1,-1,6,-1,-5,-1,-20,-131,NA,-27,-111,0.014,-18,-139,0.069,52,21,0.0439999999999999,-59,-15,-20,-28,-83,-22,40,-13,-1
"268",1,4,-3,0.1,14.29,8.79,-1,1,1,0,0,-2,57,-123,NA,92,154,0.00800000000000001,-34,-82,-0.003,-93,-76,-0.0499999999999999,70,249,33,-50,93,43,-68,-9,24
"269",4,2,2,-0.027,20.58,16.9,2,2,-2,0,-3,0,679,532,NA,348,614,0.037,109,320,-0.005,-126,-189,-0.002,76,156,154,41,-6,1,48,-13,4
"270",6,7,-1,0.094,18.7,11.34,-1,1,1,2,0,-5,940,642,NA,336,608,0.024,63,101,0.057,205,261,0.0369999999999999,186,460,281,70,84,94,169,-11,3
"271",2,6,-4,0.138,33.98,23.15,-2,0,6,-2,-1,-2,418,59,NA,201,244,0.048,-19,-53,-0.004,35,-10,0.0609999999999999,128,229,169,-50,40,-59,109,-15,34
"272",2,5,-3,0.104,14.8,13.29,-1,-1,3,-1,-2,-2,-53,-113,NA,-47,62,-0.039,65,240,-0.041,-24,7,-0.0349999999999999,38,-12,19,26,-68,-57,2,-11,2
"273",6,10,-4,0.195,22.48,13.65,2,0,3,1,2,-4,1049,772,NA,405,769,0.03,-29,-100,0.012,268,431,-0.0569999999999999,237,671,193,64,123,178,120,-13,22
"274",1,-1,2,-0.0569999999999999,2.21,1.09,-1,1,-1,3,-1,-1,208,167,NA,108,110,0.035,41,-17,0.081,-49,-54,-0.015,-21,89,129,-9,63,19,-50,-5,12
"275",-3,-8,5,-0.179,5.71,9.67,-2,2,-1,3,-2,0,-198,14,NA,-77,-110,-0.014,-31,-70,-0.00900000000000001,-13,-46,0.0259999999999999,-15,-87,-38,-59,28,-15,26,-7,-9
"276",-1,4,-5,0.141,8.59,2.98,2,-4,1,-1,0,-3,-25,-183,NA,-2,52,-0.014,29,42,0.022,-50,-104,0.035,86,115,-77,44,-9,18,130,-9,-2
"277",2,0,2,-0.041,-1.32,5.1,-4,4,-3,1,-3,3,176,424,NA,29,153,-0.02,29,135,-0.033,89,75,0.045,-42,-60,-25,-7,-55,-60,13,-3,10
"278",3,12,-9,0.299,30.78,15.71,6,-4,3,1,5,-10,547,-4,NA,180,124,0.067,68,107,0.046,119,185,-0.026,22,195,154,-84,-10,-37,130,-15,29
"279",3,8,-5,0.187,4.25,-1.43,2,-2,2,-3,2,-3,221,29,NA,88,326,-0.032,8,45,-0.014,37,61,-0.01,107,312,-12,142,129,-75,76,-7,10
"280",0,0,0,0,1.25,2.37,-2,2,3,1,-1,-1,85,122,NA,36,-18,0.022,-48,-151,0.00900000000000001,61,95,-0.005,10,34,57,1,94,110,49,-1,-7
"281",-3,1,-4,0.086,-1.95,-0.879999999999999,0,0,4,-4,-2,-1,-208,-155,NA,-107,-178,-0.015,-66,-189,-0.00199999999999995,72,162,-0.0499999999999999,-11,24,-2,-2,53,195,186,-5,-14
"282",1,-3,4,-0.12,12.02,17.53,-2,2,0,3,-3,1,287,453,NA,118,290,-0.00999999999999995,23,32,0.023,28,22,0.016,68,53,50,12,8,4,123,-9,13
"283",4,4,0,0.0389999999999999,5.72,6.13,1,1,-2,2,3,-2,491,484,NA,131,303,-0.005,79,202,0.021,150,137,0.073,58,111,108,18,36,6,49,-5,15
"284",-2,-6,4,-0.143,-0.9,3.94,-2,4,-3,2,-1,3,-385,-214,NA,-141,-331,0.00900000000000001,-65,-175,-0.005,-38,-61,0.005,-108,-242,-84,-105,-143,-127,-56,-1,-12
"285",-4,-6,2,-0.0980000000000001,6.36,8.4,-4,6,2,0,-4,2,-256,-103,NA,-63,79,-0.055,-41,-53,-0.035,-89,-192,0.0549999999999999,68,-134,-117,30,-37,-73,-29,-7,-1
"286",-2,-5,3,-0.117,7.98,6.52,-3,5,0,2,-1,0,68,49,NA,83,172,0.002,-74,-123,-0.049,-24,-43,0.011,37,182,77,-3,47,-2,67,-3,-16
"287",-5,-11,6,-0.232,9.65,15.8,-7,5,-3,2,-5,3,-978,-696,NA,-354,-719,-0.023,-102,-303,0.011,-168,-240,0,-208,-302,-91,-179,-61,-98,-97,-5,-1
"288",4,8,-4,0.158,20.88,13,-1,-3,7,-3,-2,-4,355,99,NA,51,60,0.012,39,176,-0.029,214,233,0.07,4,157,-23,-37,5,16,NA,-13,8
"289",3,4,-1,0.0609999999999999,11.38,12.54,1,-1,2,2,1,-3,727,753,NA,242,495,0.01,57,187,-0.027,186,276,-0.025,129,208,73,36,16,55,NA,-11,5
"290",3,9,-6,0.198,29.06,14.39,1,-1,7,-2,-2,-3,591,68,NA,219,304,0.044,6,10,0.004,147,188,0.021,69,196,81,-25,70,1,NA,-15,38
"291",1,1,0,0.00600000000000001,16.42,16.33,-4,2,3,1,-4,-1,23,10,NA,39,72,0.002,-64,-224,0.04,9,-18,0.0259999999999999,7,140,24,-9,121,56,NA,-13,11
"292",4,12,-8,0.273,35.45,17.37,3,-1,4,-4,0,-2,1020,403,NA,368,474,0.077,107,200,0.055,177,222,0.0349999999999999,23,125,266,115,-16,42,NA,-15,47
"293",-1,-1,0,-0.00900000000000001,13.89,6.99,-4,2,1,-1,-1,-1,74,-133,NA,43,70,0.00599999999999995,2,39,-0.019,-14,12,-0.033,46,61,31,46,16,5,NA,-7,-1
"294",0,3,-3,0.094,14.03,11.18,0,0,1,-2,1,-2,-70,-78,NA,-70,-146,-0.003,-21,-64,-0.001,91,112,0.014,-42,-55,30,23,-44,-1,NA,-11,17
"295",2,7,-5,0.169,5.28,-1.98,2,-2,-1,-1,5,-4,353,68,NA,112,186,0.014,105,166,0.091,24,-7,0.034,31,125,104,-23,-23,9,NA,-5,-7
"296",2,5,-3,0.107,11.51,3.92,4,-2,1,-2,-1,-2,253,30,NA,2,30,-0.00600000000000001,107,283,0.00800000000000001,142,110,0.08,-8,45,118,33,18,3,NA,-9,29
"297",7,4,3,-0.0239999999999999,8.51,6.9,1,1,-4,-1,0,-1,589,477,NA,228,523,-0.00899999999999995,34,77,0.00499999999999995,99,123,0.0229999999999999,143,386,107,74,110,111,NA,-7,19
"298",4,15,-11,0.347,26,14.45,7,-5,4,-3,5,-7,1282,797,NA,565,776,0.1,76,97,0.081,76,76,0.027,137,462,329,99,107,132,NA,-15,11
"299",-1,-3,2,-0.0700000000000001,9.77,13.23,-2,4,1,2,-3,-1,-104,3,NA,12,32,-0.001,-56,-93,-0.034,-72,-116,0.00900000000000001,44,41,-99,-82,17,23,NA,-9,15
"300",-1,-1,0,-0.00600000000000001,4.5,2.47,-2,0,3,-3,-5,4,-313,-359,-45,-90,-175,-0.004,-86,-183,-0.026,-47,-4,-0.0610000000000001,47,-44,-124,10,-40,19,NA,-7,-2
"301",0,15,-15,0.417,26.24,13.09,6,-8,3,-5,4,-9,543,70,-40,230,204,0.065,-33,-142,0.028,116,179,-0.018,71,118,249,103,67,-55,NA,-15,15
"302",-4,0,-4,0.083,-1.23,-1.29,1,-1,-1,-1,1,-2,-482,-454,NA,-213,-351,-0.028,-90,-150,-0.046,34,-31,0.0810000000000001,-147,-241,-14,21,36,-51,NA,-7,-13
"303",5,6,-1,0.0710000000000001,15.01,13.13,-7,3,1,1,-1,-3,480,425,NA,200,278,0.04,21,85,-0.019,59,91,0,51,220,179,34,-30,103,NA,-11,12
"304",3,4,-1,0.0630000000000001,0.949999999999999,-1.43,-1,1,-1,2,2,0,415,326,120,99,256,-0.01,98,315,-0.033,119,170,-0.016,-23,-44,109,114,-21,-9,NA,-3,11
"305",3,4,-1,0.0670000000000001,2.09,-2.51,-1,1,-2,1,1,-3,396,199,NA,173,307,0.019,-3,-32,0.014,53,74,0.001,59,215,213,56,91,27,NA,-1,19
"306",1,3,-2,0.073,15.54,6.55,0,0,4,0,-2,-1,170,32,NA,49,-76,0.049,-74,-239,0.023,146,221,-0.00600000000000001,-18,-141,-1,-17,-41,-65,NA,-9,5
"307",2,11,-9,0.273,19.59,6.28,5,-5,5,-2,4,-6,304,-73,NA,149,328,0.002,-15,55,-0.055,21,-86,0.109,120,259,55,130,86,-8,NA,-13,8
"308",-4,-7,3,-0.114,0.720000000000001,4.7,-7,5,1,2,-5,2,-439,-255,NA,-151,-239,-0.021,-57,-104,-0.038,-80,-28,-0.084,7,-43,-23,18,38,95,NA,-3,-8
"309",4,10,-6,0.227,23.87,8.64,7,-3,8,-4,1,-1,776,275,NA,254,412,0.032,91,125,0.065,177,140,0.096,78,233,128,97,-6,18,NA,-13,19
"310",3,2,1,-0.015,15.79,13.84,-6,2,3,-1,-4,0,250,115,NA,114,197,0.012,81,285,-0.027,-59,54,-0.131,46,98,164,20,49,18,NA,-11,17
"311",-2,-8,6,-0.208,6.57,9.31,-1,5,-4,3,-3,2,-71,111,-80,-54,-61,-0.014,-72,-126,-0.04,109,155,0.001,36,25,-21,-76,24,-47,NA,-1,16
"312",2,2,0,0.022,5.36,4.07,2,-2,-1,0,2,-1,303,232,NA,148,183,0.034,-12,-85,0.031,19,38,-0.0089999999999999,72,164,85,-48,25,17,NA,-5,13
