"","DGames","DWins","DLoss","DWLpct","DSRS","DSOS","DConfW","DConfL","DHomeW","DHomeL","DAwayW","DAwayL","DPnts","DOppPnts","DMP","DFG","DFGA","DFGpct","DThreeP","DThreePA","DThreePpct","DFT","DFTA","DFTpct","DORB","DTRB","DAST","DSTL","DBLK","DTOV","DPF","SeedDiff","ScoreDiff"
"452",-2,-6,4,-0.133,9.35,10.29,-8,6,0,2,-6,2,-303,-251,NA,-79,-217,0.012,-46,-89,-0.02,-99,-99,-0.039,-48,0,-42,-27,51,115,-66,-5,-2
"453",5,14,-9,0.275,36.1,17.28,1,-3,10,-2,-3,-6,703,-68,NA,247,31,0.109,103,107,0.096,106,177,-0.021,-23,254,145,-23,87,28,-98,-15,43
"454",4,7,-3,0.114,20.01,14.19,-1,-1,5,1,-1,-3,165,18,155,75,-10,0.043,-53,-176,0.015,68,80,0.019,36,22,32,-9,84,-31,4,-13,25
"455",-2,-2,0,-0.02,4.63,4.58,-1,3,3,-2,-3,3,-422,-407,NA,-150,-177,-0.037,22,78,-0.014,-144,-159,-0.041,22,-189,-68,-6,17,-77,3,-3,13
"456",3,10,-7,0.211,26.03,11.56,1,-3,7,-4,-1,-2,324,-265,120,217,116,0.076,-43,-215,0.053,-67,-13,-0.071,-31,165,184,126,191,66,107,-15,40
"457",1,0,1,-0.02,0.990000000000002,2.25,0,0,4,-2,-5,2,104,170,NA,115,41,0.052,-17,-54,0.003,-109,-71,-0.0780000000000001,-68,39,118,-66,54,43,-98,-1,9
"458",3,6,-3,0.125,4.92,-1.37,2,-4,4,-1,1,-4,277,63,NA,67,208,-0.014,76,252,-0.016,67,102,-0.004,61,56,35,107,-40,-25,127,-5,20
"459",-1,1,-2,0.0489999999999999,-2.16,-1.5,2,-2,-2,3,4,-4,167,206,NA,45,233,-0.033,35,165,-0.041,42,112,-0.0489999999999999,94,34,-85,115,-47,-25,39,-1,-12
"460",0,-4,4,-0.118,10.75,9.85,-7,5,4,2,-4,1,-80,-41,NA,2,-125,0.029,-132,-379,0.016,48,124,-0.0580000000000001,-28,-53,28,-19,142,49,10,-9,12
"461",3,10,-7,0.216,22.83,10.5,6,-8,6,-3,2,-5,301,-87,100,98,219,-0.001,52,182,-0.019,53,132,-0.036,66,112,107,120,66,-44,43,-13,15
"462",1,7,-6,0.186,-1.99,-5.15,1,-3,3,-1,5,-6,412,285,NA,209,299,0.039,48,16,0.068,-54,-74,0.002,59,220,128,-27,65,34,19,-3,6
"463",5,10,-5,0.18,30.6,14.58,-2,-2,5,-2,-1,-4,1107,519,NA,405,688,0.037,-49,-158,0.01,346,465,0.0319999999999999,242,621,219,46,89,78,198,-15,20
"464",-2,-5,3,-0.103,7.77,6.17,-3,5,3,0,-8,2,47,88,NA,-54,-42,-0.018,9,-38,0.03,146,88,0.119,-17,-50,-15,3,-16,-31,-2,-5,-10
"465",5,13,-8,0.25,25.17,15.51,-1,-1,6,-4,-2,-2,561,170,NA,239,356,0.038,25,106,-0.02,58,109,-0.027,32,210,159,61,103,-38,-10,-15,21
"466",4,11,-7,0.239,11.14,3.52,1,1,5,0,3,-6,845,555,NA,243,566,-0.00800000000000001,181,389,0.057,178,200,0.052,172,275,92,67,-61,27,46,-11,2
"467",4,6,-2,0.0870000000000001,15.05,8.84,-1,1,2,1,1,-5,512,273,NA,195,285,0.034,49,80,0.035,73,171,-0.071,111,260,245,-2,83,41,39,-11,21
"468",2,4,-2,0.0710000000000001,10.27,10.59,2,2,-1,-1,0,-2,95,69,NA,24,7,0.013,33,68,0.015,14,61,-0.041,-40,-15,-49,-87,-7,-17,107,-9,10
"469",3,0,3,-0.0639999999999999,12.73,11.22,-2,4,4,-1,-6,2,256,219,135,75,195,-0.00600000000000001,54,168,-0.01,52,132,-0.0489999999999999,63,83,92,99,17,51,144,-7,35
"470",1,0,1,-0.021,10.56,6.11,1,-1,-4,0,0,-2,208,66,75,57,274,-0.034,109,279,0.001,-15,-125,0.079,23,106,7,20,103,-139,-87,-9,12
"471",3,5,-2,0.0840000000000001,17.11,6.77,0,2,6,-2,-2,-1,273,-79,NA,72,111,0.01,27,-10,0.06,102,95,0.0519999999999999,21,185,52,-39,19,-18,90,-11,16
"472",4,10,-6,0.208,24.93,13.17,4,-2,3,-2,0,-4,237,-133,NA,151,343,-0.00900000000000001,60,182,-0.019,-125,-177,-0.01,79,108,70,51,38,-75,-42,-13,28
"473",5,10,-5,0.186,-4.19,-3.99,4,-4,2,0,7,-3,257,248,NA,44,293,-0.045,88,262,-0.012,81,81,0.0349999999999999,15,127,57,-27,83,-93,5,-3,4
"474",2,4,-2,0.0760000000000001,0.00999999999999979,-0.88,4,-2,2,0,2,-2,169,102,NA,65,78,0.015,-5,-90,0.05,44,49,0.012,-43,44,-49,-34,-73,8,48,-7,17
"475",2,-1,3,-0.072,7.15,7.15,-1,1,1,2,-1,1,347,320,NA,80,185,-0.002,146,378,0.00800000000000001,41,32,0.029,-43,56,116,-35,-49,-22,-19,-5,33
"476",-1,-2,1,-0.0409999999999999,14.49,12.71,-2,2,5,-1,-7,-1,222,120,-45,14,98,-0.016,30,99,-0.01,164,205,0.02,58,136,-24,-42,21,0,10,-9,27
"477",-1,-1,0,-0.01,0.17,1.17,1,-1,-1,-1,2,0,183,184,NA,96,64,0.036,-78,-242,0.014,69,67,0.036,-71,-100,-39,80,60,-120,15,-7,2
"478",0,3,-3,0.089,8.79,7.04,1,3,0,0,2,-4,-167,-182,NA,2,10,-0.001,-8,-38,0.011,-163,-234,0.00600000000000001,-101,-161,13,14,1,-158,-52,-11,16
"479",3,4,-1,0.0449999999999999,16.21,11.75,-1,1,6,-1,-1,-2,-88,-219,NA,-45,139,-0.062,18,119,-0.05,-16,1,-0.019,30,85,-101,-50,21,-130,-80,-13,13
"480",-1,2,-3,0.0770000000000001,-4.38,-6.13,6,-6,0,-4,4,0,32,-3,NA,-3,25,-0.00700000000000001,74,176,0.014,-36,-83,0.022,-59,-51,101,49,-10,34,7,-1,-5
"481",1,4,-3,0.094,5.24,3.85,0,0,-3,0,4,-2,-139,-173,NA,-64,-45,-0.025,99,232,0.018,-110,-186,0.033,-96,-205,-64,20,-17,-105,19,-3,20
"482",-1,2,-3,0.077,7.05,1.39,1,-3,1,-1,3,-2,146,-59,NA,132,178,0.025,29,25,0.028,-147,-106,-0.104,79,48,69,51,87,2,-63,-7,-6
"483",-3,2,-5,0.116,12.15,5.31,2,2,3,-4,0,-2,191,-30,NA,0,-45,0.011,-9,-55,0.021,200,232,0.0479999999999999,65,177,12,-61,172,-87,-123,-9,-1
"484",-3,-1,-2,0.0419999999999999,4.74,3.91,-1,1,1,0,0,0,-345,-353,NA,-177,-277,-0.026,40,153,-0.024,-31,-99,0.0580000000000001,-56,-134,27,-36,-50,-124,-276,-7,-2
"485",0,3,-3,0.089,21.64,12.72,-1,1,1,0,-3,-3,116,-136,-15,26,6,0.012,-49,-163,0.012,113,163,-0.001,2,7,-90,5,68,-36,28,-13,1
"486",1,4,-3,0.097,18.67,11.76,2,0,3,-1,-1,-3,-83,-282,35,-14,-184,0.039,21,64,-0.005,-76,-47,-0.071,-36,64,27,27,49,140,63,-13,19
"487",-3,-4,1,-0.048,0.880000000000001,0.49,-7,1,1,0,-4,0,-279,-168,NA,-140,-361,0.016,-108,-315,0.011,109,157,-0.005,-48,-67,-136,-37,39,47,-70,-3,-6
"488",-2,2,-4,0.101,3.3,-0.65,5,-3,2,1,5,-4,-117,-236,-70,-97,-187,-0.005,14,26,0.00799999999999995,63,2,0.081,-60,-27,-69,-8,-57,-82,-87,-1,-14
"489",7,14,-7,0.228,25.18,11.21,-1,1,6,-1,0,-4,783,215,NA,330,492,0.044,-23,-66,0.004,146,184,0.0249999999999999,101,418,200,125,127,45,115,-15,24
"490",2,2,0,0.015,17.4,10.07,2,0,4,-3,-4,0,-156,-352,NA,-62,55,-0.045,1,88,-0.043,-33,-34,-0.014,78,120,-63,74,98,-43,68,-11,18
"491",4,7,-3,0.133,9.43,1,-1,3,1,-2,1,-1,534,235,150,194,516,-0.023,64,204,-0.016,82,141,-0.027,173,249,120,119,-17,-39,147,-5,8
"492",7,17,-10,0.314,26.6,10.38,9,-9,5,-2,6,-8,774,203,NA,275,634,-0.011,101,288,0.001,123,250,-0.041,213,371,170,119,157,-95,42,-15,24
"493",2,-2,4,-0.105,0.99,6.77,-4,6,-1,1,-2,1,121,272,75,22,142,-0.021,-18,-93,0.025,95,44,0.086,48,78,-17,-28,-12,15,81,-3,14
"494",2,6,-4,0.132,8.16,3.11,1,1,7,-3,-3,1,107,-82,NA,92,147,0.011,-87,-238,0.002,10,16,-0.003,138,222,121,-6,4,58,64,-7,11
"495",2,5,-3,0.113,1.74,-1.91,3,-5,0,0,2,-3,39,-93,80,27,134,-0.02,-44,-8,-0.058,29,93,-0.0479999999999999,83,292,-27,51,186,107,-18,-1,7
"496",5,17,-12,0.364,27.76,13.24,3,-5,6,-5,3,-7,1101,527,215,428,708,0.045,12,15,0.011,233,257,0.054,260,543,219,72,53,74,-13,-15,39
"497",-1,2,-3,0.082,10.08,7.78,2,-2,4,-1,0,-3,252,173,NA,87,237,-0.011,69,86,0.0580000000000001,9,-21,0.035,96,201,163,16,17,23,-28,-7,18
"498",1,2,-1,0.039,2.34,3.87,0,0,6,-2,-5,0,-106,-58,45,-28,80,-0.035,-27,-8,-0.038,-23,13,-0.0449999999999999,54,154,-66,-16,-19,19,-3,-5,8
"499",4,3,1,0.003,9.91,8.1,-6,6,4,1,-3,1,449,363,160,212,402,0.016,2,67,-0.034,23,38,-0.003,162,217,133,45,-7,14,44,-9,19
"500",2,4,-2,0.079,1.64,0.15,6,-4,4,-2,0,1,-234,-274,NA,-93,-79,-0.03,-22,-48,-0.005,-26,-6,-0.031,5,-72,63,49,9,33,6,-5,11
"501",8,6,2,-0.00800000000000001,15.55,11.69,-1,5,4,0,-3,1,417,299,335,143,446,-0.036,-29,-14,-0.043,160,280,-0.0670000000000001,220,470,98,-12,99,61,103,-11,24
"502",3,10,-7,0.225,20.28,11.84,4,-2,5,-4,-1,-5,806,470,NA,337,672,0.018,52,237,-0.051,80,201,-0.08,180,294,247,182,32,16,162,-13,15
"503",3,7,-4,0.13,20.34,13.83,-3,-1,4,0,-2,-5,278,-10,NA,177,368,0.00600000000000001,36,85,0.004,-112,-125,-0.0309999999999999,134,341,0,-107,123,-81,13,-13,20
"504",6,18,-12,0.382,36.99,17.21,4,-4,8,-2,3,-7,831,126,240,331,409,0.078,67,176,0.013,102,86,0.0539999999999999,103,325,183,79,77,18,-13,-15,41
"505",0,-1,1,-0.029,2.76,3.61,-1,1,4,2,-2,0,28,16,NA,5,190,-0.042,62,245,-0.035,-44,-92,0.033,-29,43,25,-22,-28,-137,-48,-1,13
"506",0,0,0,0,-1.9,0.8,1,1,-4,3,4,-1,-297,-172,5,-96,-357,0.037,-26,-186,0.07,-79,-113,-0.002,-234,-256,-102,-61,32,-19,-136,-5,-13
"507",0,3,-3,0.089,6.9,7.16,-3,1,6,-4,-4,0,108,117,20,0,-63,0.014,64,134,0.017,44,13,0.046,-31,49,117,-113,-1,109,97,-9,-21
"508",1,4,-3,0.096,12.74,7.8,1,3,-3,1,4,-3,120,-15,NA,20,-98,0.037,-3,-5,-0.002,83,-12,0.137,-119,-151,47,-66,-22,-81,-57,-9,31
"509",3,7,-4,0.144,3.42,-3.06,3,-3,2,-4,-2,-2,326,76,125,140,404,-0.025,43,177,-0.035,3,66,-0.0600000000000001,172,280,45,68,68,-1,154,-3,10
"510",3,7,-4,0.134,13.95,9.79,4,-2,5,-1,1,-3,-279,-440,115,-133,-188,-0.024,-73,-145,-0.029,60,82,0.003,28,110,-50,-75,69,-7,-112,-11,15
"511",3,13,-10,0.311,9.93,-1.56,10,-10,5,-4,5,-4,466,57,NA,96,17,0.045,78,102,0.061,196,203,0.07,-39,27,168,-22,9,-25,31,-11,12
"512",1,3,-2,0.0669999999999999,7.65,3.92,0,2,3,1,-3,-4,95,-41,NA,-21,-190,0.037,30,75,0.003,107,118,0.037,-88,-163,17,12,-69,-25,-24,-5,9
"513",-1,0,-1,0.018,-3.73,-1.92,0,-2,0,2,3,-3,131,173,NA,13,157,-0.03,88,253,0.00800000000000001,17,-45,0.0639999999999999,76,12,65,-16,-18,-30,30,-3,-17
"514",-1,1,-2,0.052,4.6,-1.98,3,-3,-2,0,4,-2,104,-131,NA,87,48,0.035,36,64,0.02,-106,-187,0.035,-120,-53,110,77,-14,-57,22,-1,-13
"515",-3,2,-5,0.119,3.66,-3.15,0,-2,-1,0,4,-3,166,-36,-135,100,61,0.038,-49,-228,0.04,15,77,-0.0690000000000001,126,102,-64,75,95,54,40,-3,-3
"516",1,13,-12,0.347,28.42,11.7,4,-6,1,-1,4,-9,162,-374,60,119,100,0.036,-124,-337,-0.011,48,41,0.021,73,185,90,-9,201,-93,-177,-15,56
"517",5,7,-2,0.0920000000000001,23.37,14.69,-2,2,4,-1,-3,-1,628,283,190,193,422,0.003,75,191,0.015,167,171,0.0579999999999999,133,247,109,84,12,23,19,-13,23
"518",2,5,-3,0.108,-1.06,-0.52,0,-2,0,0,4,-2,286,323,70,85,200,-0.001,3,39,-0.018,113,156,-0.001,82,233,30,121,116,218,125,-7,-2
"519",-2,5,-7,0.185,14.58,5.56,4,-6,0,-1,1,-7,281,-29,-85,144,13,0.07,-7,-133,0.058,0,-9,0.00900000000000001,-79,77,66,-24,94,-104,-194,-9,13
"520",0,-1,1,-0.029,10.7,7.96,-4,4,1,3,-2,-1,-250,-334,10,-12,-64,0.00900000000000001,-78,-177,-0.023,-148,-228,0.022,-112,-124,141,6,11,-32,-66,-7,-4
"521",2,1,1,-0.017,11.84,10.62,-2,0,6,-1,-4,0,15,11,60,2,43,-0.00900000000000001,-21,7,-0.041,32,58,-0.014,58,200,69,9,47,138,125,-11,10
"522",3,1,2,-0.0419999999999999,1.8,1.2,-2,0,4,0,-5,0,449,462,130,232,484,0.01,-44,-159,0.02,29,48,-0.00800000000000001,147,271,112,74,110,25,41,-1,4
"523",1,11,-10,0.282,24.01,12.02,4,-4,4,1,4,-11,237,-124,NA,136,211,0.02,117,262,0.036,-152,-136,-0.079,-34,-5,161,96,84,-49,-32,-15,20
"524",0,-5,5,-0.143,5.73,7.8,-2,4,-1,2,-4,1,205,263,NA,15,210,-0.044,21,138,-0.047,154,223,-0.012,60,45,-40,107,12,15,84,-5,1
"525",6,16,-10,0.344,18.27,4.77,5,-5,9,-1,5,-10,497,-2,235,158,368,-0.004,7,72,-0.027,174,257,-0.00600000000000001,95,302,96,52,139,-85,-29,-13,11
"526",3,7,-4,0.13,18.41,14.6,0,0,-2,-1,0,-6,270,132,NA,82,276,-0.022,-25,-6,-0.04,131,194,-0.00600000000000001,180,321,75,-53,-14,2,41,-13,15
"527",7,10,-3,0.139,16.85,10.73,1,1,4,0,0,-4,815,564,NA,303,645,-0.001,22,159,-0.058,187,326,-0.0579999999999999,165,288,217,185,19,51,202,-11,19
"528",5,13,-8,0.259,30.01,12.72,-2,0,2,-4,-1,-4,922,363,180,321,592,0.019,101,219,0.035,179,158,0.073,138,222,219,100,42,-67,1,-15,43
"529",-2,-5,3,-0.104,4.43,7.24,-6,6,-2,3,-5,3,-503,-416,-80,-229,-539,0.014,32,18,0.045,-77,-150,0.0369999999999999,-172,-249,-94,-115,16,-23,-20,-1,-2
"530",1,7,-6,0.176,20.36,13.41,0,0,8,-1,-3,-4,500,248,NA,125,-50,0.073,61,152,0.014,189,254,0.026,-73,72,128,17,46,44,-57,-13,28
"531",1,2,-1,0.039,0.18,-0.27,-1,1,4,-3,-2,1,165,143,45,-9,-46,0.005,98,123,0.069,85,40,0.072,-139,-93,-108,41,-42,-21,98,-1,2
"532",2,8,-6,0.185,18,10.48,1,-3,8,-2,-2,-4,130,-63,NA,96,130,0.016,30,50,0.021,-92,-97,-0.0329999999999999,138,143,204,-41,8,-41,-37,-15,10
"533",3,4,-1,0.0539999999999999,10.81,4.93,-3,3,7,-1,-3,1,265,54,105,148,379,-0.012,27,76,0.001,-58,-31,-0.05,66,131,134,119,93,29,31,-7,5
"534",6,4,2,-0.013,16.14,12.69,-2,4,3,3,-1,-2,947,930,NA,324,482,0.049,79,182,0.029,220,345,-0.004,171,379,266,96,94,199,-2,-11,15
"535",2,1,1,-0.01,3.51,0.899999999999999,0,-2,-3,-1,0,0,343,264,85,135,291,0.003,-22,-9,-0.034,95,186,-0.0469999999999999,99,223,-18,-57,-14,-35,86,-3,14
"536",1,2,-1,0.037,10.94,7.84,-1,1,0,1,-1,-2,202,85,NA,101,95,0.029,40,55,0.03,-40,-73,0.019,33,-1,72,35,-45,9,-56,-5,1
"537",-2,1,-3,0.0670000000000001,2.2,-1.78,4,-2,2,-2,4,0,-40,-148,-75,-32,-331,0.059,9,-112,0.094,15,22,-0.003,-131,-161,-2,-109,-79,-29,-22,-3,-13
"538",-1,3,-4,0.106,0.709999999999999,-3.08,3,-5,-1,-1,4,-2,-108,-226,-35,-78,-165,0,30,107,-0.018,18,-16,0.043,-108,10,-42,-46,62,27,84,-7,-13
"539",6,6,0,0.039,17.5,14.21,0,4,3,1,-3,-3,854,669,NA,239,579,-0.014,17,86,-0.022,359,405,0.105,175,403,130,124,49,83,154,-11,13
"540",-6,-2,-4,0.0710000000000001,8.66,5.24,-1,-1,1,-1,-1,-4,55,-10,NA,24,-194,0.058,-54,-184,0.00900000000000001,61,75,0.01,-51,-5,-107,-62,58,38,-96,-9,-15
"541",-1,3,-4,0.104,7.68,3.57,5,-3,5,-4,0,-1,73,-48,NA,87,78,0.025,-150,-386,-0.024,49,82,-0.01,125,53,11,9,-176,-2,79,-9,13
"542",0,-4,4,-0.114,11.41,6.58,-1,3,-7,3,2,0,182,13,-5,55,95,0.00800000000000001,41,124,0.001,31,-10,0.0499999999999999,48,12,45,6,35,-55,-11,-5,-8
"543",2,4,-2,0.0740000000000001,13.31,7.81,1,-1,1,0,0,-3,91,-97,NA,-14,-53,0.00600000000000001,-78,-228,0.014,197,294,-0.003,32,262,-39,-60,85,58,100,-9,18
"544",3,3,0,0.02,14.26,11.4,-3,3,2,0,-1,-2,155,78,120,84,77,0.024,-32,-113,0.015,19,4,0.022,33,161,-165,-20,157,49,-22,-11,9
"545",2,9,-7,0.215,6.93,-4.16,4,-4,2,-3,5,-1,537,134,75,135,114,0.039,89,52,0.104,178,152,0.0870000000000001,-88,67,88,64,32,-6,120,-3,7
"546",5,7,-2,0.08,1.71,3.12,3,-1,0,-2,4,-1,127,127,190,-46,32,-0.032,59,175,-0.001,160,152,0.0649999999999999,30,48,-24,-21,-34,21,42,-7,18
"547",-2,-2,0,-0.02,-1.68,1.54,-1,1,-2,0,1,0,-277,-187,-90,-75,-226,0.013,-42,-70,-0.026,-85,-60,-0.0629999999999999,-21,-22,-69,-70,-9,48,-92,-3,-8
"548",6,17,-11,0.346,33.5,16.89,-1,-1,9,-1,0,-9,913,254,220,324,597,0.034,160,316,0.082,107,38,0.091,147,274,134,37,41,-140,-42,-15,29
"549",-3,1,-4,0.0810000000000001,12.47,9.59,3,-1,-1,0,1,-4,-263,-323,-150,-20,-338,0.069,-66,-211,0.021,-157,-211,-0.00800000000000001,-110,-239,0,-41,64,0,-117,-11,-14
"550",2,5,-3,0.106,-2.53,-2.96,2,-4,1,-2,0,-2,431,359,90,129,122,0.039,-4,-41,0.019,177,247,0.02,-48,75,10,-40,-58,-84,39,-1,7
"551",3,11,-8,0.25,28.01,16.04,5,-3,3,-2,2,-6,459,-19,120,191,258,0.035,42,97,0.005,35,72,-0.019,129,256,114,98,147,41,69,-15,16
"552",4,5,-1,0.0570000000000001,22.37,15,-2,0,1,1,-2,-4,512,281,160,183,434,-0.00700000000000001,74,165,0.027,72,177,-0.0509999999999999,195,217,147,130,93,44,238,-13,20
"553",3,15,-12,0.35,21.96,8.29,1,-5,9,-5,-2,-7,588,106,130,211,250,0.046,54,122,0.023,112,156,0.00900000000000001,93,307,191,-14,161,19,-32,-15,29
"554",-2,-4,2,-0.075,-0.470000000000001,0.74,0,0,-4,2,2,-1,-366,-321,-65,-143,-322,0.002,83,96,0.077,-163,-245,0.021,-133,-293,1,5,-79,-107,-186,-5,-2
"555",-2,5,-7,0.184,11.01,4.47,6,-6,5,-4,3,-6,-122,-370,-75,8,-230,0.051,-95,-304,0.026,-43,-79,0.019,-19,85,110,-73,51,68,-98,-9,12
"556",3,6,-3,0.11,13.27,6.51,3,-1,3,-1,1,-4,-4,-278,125,55,71,0.011,-100,-231,-0.027,-14,-3,-0.0149999999999999,129,214,122,39,12,77,71,-7,3
"557",3,8,-5,0.169,8.56,6.19,4,-4,3,-1,3,-5,427,392,130,96,387,-0.045,63,213,-0.03,172,306,-0.0539999999999999,175,299,101,26,14,-3,44,-11,5
"558",-1,-4,3,-0.093,1.75,4.44,-5,5,2,3,-6,0,220,324,-30,-4,-108,0.023,95,150,0.071,133,119,0.075,-138,-144,31,-88,-1,-95,-30,-5,-1
"559",7,9,-2,0.117,19.62,8.46,2,0,6,-1,0,-2,712,302,285,309,477,0.049,71,164,0.013,23,18,0.0149999999999999,57,250,131,60,65,-47,-7,-13,17
"560",-3,-1,-2,0.028,-1.77,-2.05,2,-2,1,-1,0,-1,-184,-122,-120,-109,-203,-0.00800000000000001,61,197,-0.014,-27,-100,0.0569999999999999,-137,-261,-95,-74,-106,-156,-6,-3,-5
"561",-1,-1,0,-0.00800000000000001,14.94,10.35,-4,4,4,0,-5,-3,-340,-403,-10,-111,-242,-0.001,-25,-114,0.022,-93,-101,-0.026,-57,-75,75,-59,-30,-64,-38,-11,23
"562",1,2,-1,0.0349999999999999,9.04,9.98,-3,3,-2,3,-1,-3,-87,-82,35,-63,-91,-0.011,27,90,-0.003,12,-38,0.0499999999999999,-91,-140,7,-50,43,-37,180,-9,8
"563",1,-2,3,-0.081,-3.35,1.23,2,0,0,-1,-2,4,-241,-62,65,-76,-7,-0.037,-34,5,-0.051,-55,-22,-0.0610000000000001,-66,-105,-101,121,-18,-10,74,-3,-9
"564",0,5,-5,0.143,22.98,13.9,3,-1,7,0,-4,-5,375,57,-5,216,137,0.078,78,100,0.074,-135,-185,-0.01,-16,46,250,97,80,45,-120,-15,23
"565",1,0,1,-0.024,3.68,5.18,1,1,3,1,-1,0,-323,-205,40,-62,48,-0.044,-122,-154,-0.093,-26,-5,-0.041,28,132,-28,-80,-18,-56,-77,-7,-13
"566",3,3,0,0.022,4.71,3.54,0,0,1,0,-4,-2,331,312,110,116,328,-0.018,39,117,0.003,60,34,0.05,-3,96,72,39,-20,37,181,-5,3
"567",3,4,-1,0.0609999999999999,7.11,-1.47,0,0,2,0,0,-1,504,226,105,194,289,0.032,61,131,0.037,55,116,-0.024,40,119,120,48,32,-7,46,-1,-1
"568",-1,-3,2,-0.0650000000000001,1.62,8.57,-3,3,-2,0,-3,0,-133,95,-35,-128,-82,-0.048,-32,41,-0.079,155,318,-0.097,38,14,-167,61,-10,59,57,-7,16
"569",-1,-5,4,-0.122,0.540000000000001,0.550000000000001,-4,2,1,4,0,0,269,239,-30,152,209,0.032,-2,36,-0.022,-33,-8,-0.042,4,19,184,68,47,23,135,-1,-3
"570",2,4,-2,0.0800000000000001,3.21,0.27,2,-2,0,-3,2,-1,198,83,70,90,68,0.029,-34,-168,0.037,52,17,0.056,-83,24,-11,-60,-49,-32,-70,-1,15
"571",-3,-7,4,-0.134,6.55,11.75,-5,3,-1,2,-4,-1,-216,99,-115,-119,-132,-0.029,-23,-47,-0.00900000000000001,45,33,0.026,-78,-122,-120,-159,-25,-79,14,-9,-1
"572",-2,2,-4,0.101,20.43,13.9,-2,2,0,-1,-4,-3,301,98,-75,84,94,0.022,55,130,0.012,78,2,0.089,29,45,15,-8,53,-68,-26,-13,3
"573",1,4,-3,0.086,20.34,16.41,-2,4,1,1,-5,-3,-61,-192,45,-18,-49,0.001,52,145,0.005,-77,-115,0.004,17,-21,128,-30,3,-48,-96,-13,27
"574",-2,-2,0,-0.016,13.41,10.23,-2,2,5,0,-5,-1,-194,-256,-75,-49,-123,0.003,43,110,0.00700000000000001,-139,-262,0.0629999999999999,-82,-187,-57,-55,39,-127,-84,-9,4
"575",0,5,-5,0.143,0.59,-1.38,5,-7,1,-3,3,-2,260,191,30,49,133,-0.00600000000000001,4,47,-0.022,158,212,0.011,69,178,-89,-38,-67,25,83,-5,11
"576",3,5,-2,0.0750000000000001,9.63,4.85,4,-2,0,-2,4,-2,381,188,125,78,89,0.018,86,106,0.068,139,117,0.0659999999999999,-13,73,24,-100,-85,-51,-5,-7,2
"577",3,11,-8,0.247,14.3,6.97,0,-2,5,-3,2,-5,510,199,105,136,414,-0.028,115,372,-0.039,123,87,0.0720000000000001,48,317,51,71,64,0,-7,-11,8
"578",4,1,3,-0.0570000000000001,2.5,3.26,-1,1,-2,0,0,2,476,453,180,116,294,-0.00600000000000001,123,317,0.023,121,112,0.0579999999999999,-93,-18,-33,-8,-85,-8,215,-1,2
"579",1,3,-2,0.0669999999999999,0.640000000000001,-0.4,3,-1,-2,2,5,-3,-336,-349,30,-135,-206,-0.021,-25,-18,-0.028,-41,15,-0.071,29,40,-61,-71,-42,-30,-84,-5,15
"580",7,7,0,0.045,15.56,14.31,-4,8,-1,3,-5,-1,580,485,305,226,574,-0.012,0,126,-0.071,128,189,-0.025,300,477,43,99,122,86,34,-11,29
"581",4,8,-4,0.138,29.71,17.09,2,-2,9,-3,-2,-1,796,324,140,294,363,0.0659999999999999,78,120,0.05,130,67,0.105,79,229,142,28,-23,35,53,-15,42
"582",5,11,-6,0.221,15.05,7.45,5,-5,5,-1,3,-6,497,240,220,226,447,0.011,6,50,-0.02,39,134,-0.083,190,346,64,-12,-2,-4,-66,-13,28
"583",1,6,-5,0.158,-3.39,-6.86,7,-7,1,-4,3,-2,90,-35,50,80,42,0.033,17,-30,0.047,-87,-51,-0.0680000000000001,-38,-35,33,16,-15,-16,3,-1,4
"584",-8,-7,-1,-0.0439999999999999,6.05,6.61,-2,2,-1,1,-1,-1,-606,-550,-335,-159,-525,0.041,-116,-286,-0.017,-172,-256,0.019,-104,-211,-102,-135,-1,-19,-132,-5,-18
"585",3,14,-11,0.321,26.58,11.47,2,-2,4,-1,5,-9,814,236,120,365,328,0.106,6,-37,0.027,78,167,-0.0499999999999999,35,226,329,106,24,89,31,-15,19
"586",0,-7,7,-0.206,1.36,7.91,-5,5,-1,1,-6,2,28,254,-10,9,151,-0.032,31,69,0.00900000000000001,-21,64,-0.082,127,14,-26,46,44,96,101,-7,5
"587",6,4,2,-0.018,16.59,10.52,-3,4,3,0,-7,2,630,395,220,214,487,-0.00600000000000001,88,176,0.034,114,180,-0.022,130,315,55,20,105,17,50,-9,2
"588",0,0,0,0,15.79,11.33,-1,1,5,1,-4,-2,211,97,11,98,223,-0.001,105,253,0.023,-90,-124,-0.011,-50,-39,184,27,65,-66,18,-9,-1
"589",1,2,-1,0.0409999999999999,3.13,1.95,1,1,4,-3,0,1,-48,-109,40,10,-52,0.017,108,221,0.052,-176,-268,0.0149999999999999,-175,-164,37,-82,-57,-103,-75,-1,30
"590",4,2,2,-0.0339999999999999,16.64,15.92,-2,0,1,-2,-6,0,138,79,154,116,308,-0.011,-39,-56,-0.033,-55,-121,0.026,46,200,70,-14,93,-12,17,-13,15
"591",-2,4,-6,0.155,16.02,9.45,5,-3,3,-2,0,-5,34,-138,-85,-49,-241,0.03,-10,-77,0.025,142,178,0.02,8,23,43,-84,-1,-68,-175,-13,13
"592",3,14,-11,0.331,31.64,13.31,7,-5,9,-3,4,-8,470,-155,125,215,188,0.065,51,7,0.072,-11,-11,-0.004,57,91,157,23,42,-86,-138,-15,29
