"","X","DGames","DWins","DLoss","DWLpct","DSRS","DSOS","DConfW","DConfL","DPnts","DOppPnts","DFG","DFGA","DFGpct","DThreeP","DThreePA","DThreePpct","DFT","DFTA","DFTpct","DTRB","DAST","DSTL","DBLK","DTOV","SeedDiff","SRSxSOS","FGxThreeP","FGxFT","FGxTRB","FGxAST","FGxSTL","FGxBLK","FGxTOV","FGxSD","ThreePxFTpct","ThreePxAST","ThreePxTRB","ThreePxSTL","ThreePxSD","FTAxTRB","FTAxAST","FTAxSTL","FTAxBLK","FTAxTOV","FTAxSD","TRBxAST","TRBxSTL","TRBxBLK","TRBxTOV","TRBxSD","ASTxSTL","ASTxBLK","ASTxTOV","ASTxSD","STLxBLK","STLxTOV","STLxSD","BLKxTOV","BLKxSD","TOVxSD","ScD","winner","GamesSq","WinsxSOS","SeedDiffSq"
"696",696,3,7,-4,0.139,12.17,6.45,-1,3,532,305,238,297,0.049,32,0,0.053,24,-55,0.073,77,209,109,-16,-15,-9,78.4965,7616,5712,18326,49742,25942,-3808,-3570,-2142,2.336,6688,2464,3488,-288,-4235,-11495,-5995,880,825,495,16093,8393,-1232,-1155,-693,22781,-3344,-3135,-1881,-1744,-1635,-981,240,144,-981,17,1,9,45.15,81
"697",697,0,-6,6,-0.171,9.73,11.54,-6,4,-37,63,0,204,-0.043,12,26,0.004,-49,-28,-0.0369999999999999,131,-115,134,46,30,-7,112.2842,0,0,0,0,0,0,0,0,-0.443999999999999,-1380,1572,1608,-84,-3668,3220,-3752,-1288,-840,196,-15065,17554,6026,3930,-917,-15410,-5290,-3450,805,6164,4020,-938,1380,-322,-938,-2,0,0,-69.24,49
"698",698,-1,8,-9,0.253,20.5,7.94,9,-7,186,-208,62,19,0.028,59,101,0.031,3,25,-0.018,81,47,36,56,-63,-13,162.77,3658,186,5022,2914,2232,3472,-3906,-806,-1.062,2773,4779,2124,-767,2025,1175,900,1400,-1575,-325,3807,2916,4536,-5103,-1053,1692,2632,-2961,-611,2016,-2268,-468,-3528,-728,-468,20,1,1,63.52,169
"699",699,3,9,-6,0.193,23.59,14.17,5,-3,-9,-266,-6,-85,0.017,-6,-69,0.031,9,34,-0.0179999999999999,-24,122,-23,54,-111,-15,334.2703,36,-54,144,-732,138,-324,666,90,0.107999999999999,-732,144,138,90,-816,4148,-782,1836,-3774,-510,-2928,552,-1296,2664,360,-2806,6588,-13542,-1830,-1242,2553,345,-5994,-810,345,11,1,9,127.53,225
"700",700,2,21,-19,0.56,17.99,0.05,12,-10,565,-22,142,92,0.053,32,59,0.018,249,313,0.037,285,97,49,91,71,-15,0.8995,4544,35358,40470,13774,6958,12922,10082,-2130,1.184,3104,9120,1568,-480,89205,30361,15337,28483,22223,-4695,27645,13965,25935,20235,-4275,4753,8827,6887,-1455,4459,3479,-735,6461,-1365,-735,27,1,4,1.05,225
"701",701,5,10,-5,0.183,19,13.44,-1,1,712,481,179,492,-0.031,90,244,-0.003,264,326,0.039,280,-24,-15,17,-157,-13,255.36,16110,47256,50120,-4296,-2685,3043,-28103,-2327,3.51,-2160,25200,-1350,-1170,91280,-7824,-4890,5542,-51182,-4238,-6720,-4200,4760,-43960,-3640,360,-408,3768,312,-255,2355,195,-2669,-221,195,40,1,25,134.4,169
"702",702,3,12,-9,0.266,30.31,13.5,0,0,521,-118,191,228,0.043,8,-38,0.038,131,113,0.0579999999999999,206,153,61,22,-35,-13,409.185,1528,25021,39346,29223,11651,4202,-6685,-2483,0.463999999999999,1224,1648,488,-104,23278,17289,6893,2486,-3955,-1469,31518,12566,4532,-7210,-2678,9333,3366,-5355,-1989,1342,-2135,-793,-770,-286,-793,21,1,9,162,169
"703",703,1,-1,2,-0.05,11.51,9.77,-3,3,456,436,160,394,-0.00900000000000001,16,85,-0.023,120,131,0.036,151,118,49,81,51,-7,112.4527,2560,19200,24160,18880,7840,12960,8160,-1120,0.576,1888,2416,784,-112,19781,15458,6419,10611,6681,-917,17818,7399,12231,7701,-1057,5782,9558,6018,-826,3969,2499,-343,4131,-567,-343,3,1,1,-9.77,49
"704",704,-1,-1,0,-0.00800000000000001,12.38,11.36,-4,2,-150,-136,-89,-4,-0.046,62,104,0.044,-34,4,-0.0509999999999999,217,18,-58,-11,68,-11,140.6368,-5518,3026,-19313,-1602,5162,979,-6052,979,-3.16199999999999,1116,13454,-3596,-682,868,72,-232,-44,272,-44,3906,-12586,-2387,14756,-2387,-1044,-198,1224,-198,638,-3944,638,-748,121,638,-1,0,1,-11.36,121
"705",705,0,3,-3,0.0880000000000001,0.48,-0.450000000000001,4,-4,56,24,18,45,0,-20,-86,0.017,40,96,-0.0379999999999999,-112,-55,89,-162,-59,-5,-0.216,-360,720,-2016,-990,1602,-2916,-1062,-90,0.759999999999998,1100,2240,-1780,100,-10752,-5280,8544,-15552,-5664,-480,6160,-9968,18144,6608,560,-4895,8910,3245,275,-14418,-5251,-445,9558,810,-445,8,1,0,-1.35,25
"706",706,0,2,-2,0.0580000000000001,-2.21,-3.24,1,-1,-262,-297,-66,-135,-0.003,-28,-90,0.002,-100,-134,-0.013,-71,-111,37,8,-12,-1,7.1604,1848,6600,4686,7326,-2442,-528,792,66,0.364,3108,1988,-1036,28,9514,14874,-4958,-1072,1608,134,7881,-2627,-568,852,71,-4107,-888,1332,111,296,-444,-37,-96,-8,-37,1,1,0,-6.48,1
"707",707,4,15,-11,0.326,27.99,13.37,3,-3,677,105,245,265,0.059,62,142,0.012,125,189,-0.01,274,160,-22,49,-46,-15,374.2263,15190,30625,67130,39200,-5390,12005,-11270,-3675,-0.62,9920,16988,-1364,-930,51786,30240,-4158,9261,-8694,-2835,43840,-6028,13426,-12604,-4110,-3520,7840,-7360,-2400,-1078,1012,330,-2254,-735,330,29,1,16,200.55,225
"708",708,-2,-4,2,-0.076,14.69,13.65,-2,2,-480,-435,-178,-292,-0.022,-143,-291,-0.047,19,50,-0.022,-31,-27,32,-11,39,-9,200.5185,25454,-3382,5518,4806,-5696,1958,-6942,1602,3.146,3861,4433,-4576,1287,-1550,-1350,1600,-550,1950,-450,837,-992,341,-1209,279,-864,297,-1053,243,-352,1248,-288,-429,99,-288,10,1,4,-54.6,81
"709",709,5,12,-7,0.224,22.84,8.75,5,-3,848,286,341,370,0.086,34,60,0.017,132,192,-0.001,343,305,70,3,72,-13,199.85,11594,45012,116963,104005,23870,1023,24552,-4433,-0.034,10370,11662,2380,-442,65856,58560,13440,576,13824,-2496,104615,24010,1029,24696,-4459,21350,915,21960,-3965,210,5040,-910,216,-39,-910,10,1,25,105,169
"710",710,2,-2,4,-0.103,3.86,5.2,-2,2,-157,-102,-77,-19,-0.036,-151,-301,-0.058,148,170,0.039,130,-65,47,65,74,-3,20.072,11627,-11396,-10010,5005,-3619,-5005,-5698,231,-5.889,9815,-19630,-7097,453,22100,-11050,7990,11050,12580,-510,-8450,6110,8450,9620,-390,-3055,-4225,-4810,195,3055,3478,-141,4810,-195,-141,31,1,4,-10.4,9
"711",711,-2,5,-7,0.179,16,7.53,0,0,169,-106,67,-69,0.048,61,119,0.029,-26,6,-0.042,-101,30,-19,-51,-107,-11,120.48,4087,-1742,-6767,2010,-1273,-3417,-7169,-737,-2.562,1830,-6161,-1159,-671,-606,180,-114,-306,-642,-66,-3030,1919,5151,10807,1111,-570,-1530,-3210,-330,969,2033,209,5457,561,209,-1,0,4,37.65,121
"712",712,2,4,-2,0.074,14.76,15.8,0,4,245,300,61,228,-0.022,48,112,0.012,75,71,0.03,165,69,18,51,-7,-13,233.208,2928,4575,10065,4209,1098,3111,-427,-793,1.44,3312,7920,864,-624,11715,4899,1278,3621,-497,-923,11385,2970,8415,-1155,-2145,1242,3519,-483,-897,918,-126,-234,-357,-663,-234,19,1,4,63.2,169
"713",713,4,21,-17,0.488,36.97,15.75,10,-8,554,-269,210,191,0.062,9,-56,0.045,125,84,0.074,190,181,18,127,-86,-15,582.2775,1890,26250,39900,38010,3780,26670,-18060,-3150,0.666,1629,1710,162,-135,15960,15204,1512,10668,-7224,-1260,34390,3420,24130,-16340,-2850,3258,22987,-15566,-2715,2286,-1548,-270,-10922,-1905,-270,23,1,16,330.75,225
"714",714,2,6,-4,0.132,14.49,8.53,1,1,188,41,24,197,-0.032,-19,86,-0.082,159,251,-0.016,153,-61,89,24,12,-9,123.5997,-456,3816,3672,-1464,2136,576,288,-216,0.304,1159,-2907,-1691,171,38403,-15311,22339,6024,3012,-2259,-9333,13617,3672,1836,-1377,-5429,-1464,-732,549,2136,1068,-801,288,-216,-801,2,1,4,51.18,81
"715",715,1,0,1,-0.0239999999999999,7.03,9.63,1,1,51,197,-56,-59,-0.016,22,67,-0.005,141,114,0.081,-53,-67,-34,-6,9,-9,67.6989,-1232,-7896,2968,3752,1904,336,-504,504,1.782,-1474,-1166,-748,-198,-6042,-7638,-3876,-684,1026,-1026,3551,1802,318,-477,477,2278,402,-603,603,204,-306,306,-54,54,306,3,1,1,0,81
"716",716,6,6,0,0.0559999999999999,5.04,1.4,1,-1,523,358,267,451,0.033,110,225,0.043,-121,-112,-0.0599999999999999,198,235,20,25,21,-3,7.056,29370,-32307,52866,62745,5340,6675,5607,-801,-6.59999999999999,25850,21780,2200,-330,-22176,-26320,-2240,-2800,-2352,336,46530,3960,4950,4158,-594,4700,5875,4935,-705,500,420,-60,525,-75,-60,7,1,36,8.4,9
"717",717,3,0,3,-0.056,2.72,4.09,-1,1,102,134,3,92,-0.019,47,103,0.018,49,69,0.002,75,-101,-102,-20,-101,-1,11.1248,141,147,225,-303,-306,-60,-303,-3,0.094,-4747,3525,-4794,-47,5175,-6969,-7038,-1380,-6969,-69,-7575,-7650,-1500,-7575,-75,10302,2020,10201,101,2040,10302,102,2020,20,102,1,1,9,0,1
"718",718,8,4,4,-0.0489999999999999,16.16,12.01,-1,4,1027,889,428,761,0.043,38,102,0.004,133,205,-0.018,516,277,38,25,132,-9,194.0816,16264,56924,220848,118556,16264,10700,56496,-3852,-0.684,10526,19608,1444,-342,105780,56785,7790,5125,27060,-1845,142932,19608,12900,68112,-4644,10526,6925,36564,-2493,950,5016,-342,3300,-225,-342,2,1,64,48.04,81
"719",719,0,6,-6,0.172,8.73,2.04,5,-5,130,-62,29,-1,0.019,48,3,0.072,24,6,0.031,24,-88,16,-18,-29,-7,17.8092,1392,696,696,-2552,464,-522,-841,-203,1.488,-4224,1152,768,-336,144,-528,96,-108,-174,-42,-2112,384,-432,-696,-168,-1408,1584,2552,616,-288,-464,-112,522,126,-112,17,1,0,12.24,49
"720",720,3,9,-6,0.185,17.2,8.36,2,-2,566,220,212,336,0.023,99,249,0.004,43,43,0.015,71,76,73,9,-126,-11,143.792,20988,9116,15052,16112,15476,1908,-26712,-2332,1.485,7524,7029,7227,-1089,3053,3268,3139,387,-5418,-473,5396,5183,639,-8946,-781,5548,684,-9576,-836,657,-9198,-803,-1134,-99,-803,4,1,9,75.24,121
"721",721,2,0,2,-0.0409999999999999,18.99,15.12,-3,5,345,200,156,369,-0.003,31,116,-0.015,2,18,-0.017,221,81,50,121,38,-11,287.1288,4836,312,34476,12636,7800,18876,5928,-1716,-0.527,2511,6851,1550,-341,3978,1458,900,2178,684,-198,17901,11050,26741,8398,-2431,4050,9801,3078,-891,6050,1900,-550,4598,-1331,-550,9,1,4,0,121
"722",722,4,8,-4,0.159,-1.52,-1.98,5,-5,553,539,259,476,0.023,37,79,0.013,-2,-32,0.034,259,142,-46,1,29,-1,3.0096,9583,-518,67081,36778,-11914,259,7511,-259,1.258,5254,9583,-1702,-37,-8288,-4544,1472,-32,-928,32,36778,-11914,259,7511,-259,-6532,142,4118,-142,-46,-1334,46,29,-1,46,6,1,16,-15.84,1
"723",723,-2,-5,3,-0.103,2.73,5.44,-2,2,-69,37,18,134,-0.024,-68,-124,-0.044,-37,-78,0.0209999999999999,107,-16,-8,64,-8,-5,14.8512,-1224,-666,1926,-288,-144,1152,-144,-90,-1.42799999999999,1088,-7276,544,340,-8346,1248,624,-4992,624,390,-1712,-856,6848,-856,-535,128,-1024,128,80,-512,64,40,-512,-320,40,-13,0,4,-27.2,25
"724",724,-2,5,-7,0.183,0.869999999999999,-4.7,4,-4,-240,-421,-98,-349,0.032,-78,-206,-0.005,34,20,0.0269999999999999,-123,26,-1,7,-4,-5,-4.089,7644,-3332,12054,-2548,98,-686,392,490,-2.10599999999999,-2028,9594,78,390,-2460,520,-20,140,-80,-100,-3198,123,-861,492,615,-26,182,-104,-130,-7,4,5,-28,-35,5,-1,0,4,-23.5,25
"725",725,3,6,-3,0.114,-0.0399999999999991,-4.8,4,-4,-117,-301,-35,26,-0.024,-9,22,-0.028,-38,7,-0.0609999999999999,106,-31,1,-31,58,-1,0.191999999999996,315,1330,-3710,1085,-35,1085,-2030,35,0.548999999999999,279,-954,-9,9,742,-217,7,-217,406,-7,-3286,106,-3286,6148,-106,-31,961,-1798,31,-31,58,-1,-1798,31,-1,12,1,9,-28.8,1
"726",726,1,-3,4,-0.11,12.37,11.62,-4,4,-176,-189,-62,-110,-0.005,2,-38,0.025,-54,-39,-0.033,28,-107,-51,55,-69,-7,143.7394,-124,3348,-1736,6634,3162,-3410,4278,434,-0.066,-214,56,-102,-14,-1092,4173,1989,-2145,2691,273,-2996,-1428,1540,-1932,-196,5457,-5885,7383,749,-2805,3519,357,-3795,-385,357,7,1,1,-34.86,49
"727",727,1,2,-1,0.0359999999999999,-6.89,-1.27,1,-1,-26,164,-68,144,-0.064,57,217,-0.027,53,104,-0.023,36,-78,76,-25,-13,-3,8.7503,-3876,-3604,-2448,5304,-5168,1700,884,204,-1.311,-4446,2052,4332,-171,3744,-8112,7904,-2600,-1352,-312,-2808,2736,-900,-468,-108,-5928,1950,1014,234,-1900,-988,-228,325,75,-228,-3,0,1,-2.54,9
"728",728,3,13,-10,0.311,26.5,10.67,7,-7,328,-216,44,152,-0.015,65,197,-0.019,175,266,-0.036,218,56,97,63,16,-15,282.755,2860,7700,9592,2464,4268,2772,704,-660,-2.34,3640,14170,6305,-975,57988,14896,25802,16758,4256,-3990,12208,21146,13734,3488,-3270,5432,3528,896,-840,6111,1552,-1455,1008,-945,-1455,41,1,9,138.71,225
"729",729,1,8,-7,0.215,21.38,10.58,5,-3,-226,-579,-54,-45,-0.019,-159,-383,-0.028,41,29,0.034,139,-74,-23,77,-135,-13,226.2004,8586,-2214,-7506,3996,1242,-4158,7290,702,-5.406,11766,-22101,3657,2067,4031,-2146,-667,2233,-3915,-377,-10286,-3197,10703,-18765,-1807,1702,-5698,9990,962,-1771,3105,299,-10395,-1001,299,12,1,1,84.64,169
"730",730,2,2,0,0.017,7.19,7.69,-1,1,80,85,35,216,-0.027,28,136,-0.025,-18,44,-0.0569999999999999,12,61,128,-36,75,-7,55.2911,980,-630,420,2135,4480,-1260,2625,-245,-1.596,1708,336,3584,-196,528,2684,5632,-1584,3300,-308,732,1536,-432,900,-84,7808,-2196,4575,-427,-4608,9600,-896,-2700,252,-896,6,1,4,15.38,49
"731",731,1,10,-9,0.269,2.62,-3.52,8,-8,-173,-430,-63,-56,-0.019,-80,-116,-0.049,33,64,-0.018,21,3,80,26,-65,-3,-9.2224,5040,-2079,-1323,-189,-5040,-1638,4095,189,1.44,-240,-1680,-6400,240,1344,192,5120,1664,-4160,-192,63,1680,546,-1365,-63,240,78,-195,-9,2080,-5200,-240,-1690,-78,-240,5,1,1,-35.2,9
"732",732,6,12,-6,0.194,25.63,16.47,4,-4,462,206,178,216,0.039,60,157,0.005,46,-15,0.0730000000000001,0,119,-66,16,-103,-15,422.1261,10680,8188,0,21182,-11748,2848,-18334,-2670,4.38000000000001,7140,0,-3960,-900,0,-1785,990,-240,1545,225,0,0,0,0,0,-7854,1904,-12257,-1785,-1056,6798,990,-1648,-240,990,14,1,36,197.64,225
"733",733,3,2,1,0.004,4.03,2.47,-2,2,237,166,108,8,0.052,14,4,0.019,7,52,-0.043,-2,146,-2,-22,69,-5,9.9541,1512,756,-216,15768,-216,-2376,7452,-540,-0.602,2044,-28,-28,-70,-104,7592,-104,-1144,3588,-260,-292,4,44,-138,10,-292,-3212,10074,-730,44,-138,10,-1518,110,10,19,1,9,4.94,25
"734",734,-1,-1,0,-0.00800000000000001,1.4,2.99,-4,4,200,276,79,-53,0.051,-29,-191,0.057,71,95,0.004,63,-4,-91,36,96,-5,4.186,-2291,5609,4977,-316,-7189,2844,7584,-395,-0.116,116,-1827,2639,145,5985,-380,-8645,3420,9120,-475,-252,-5733,2268,6048,-315,364,-144,-384,20,-3276,-8736,455,3456,-180,455,-10,0,1,-2.99,25
"735",735,4,-1,5,-0.12,7.05,10.79,-3,7,373,452,138,310,-0.00399999999999995,20,49,0.004,77,53,0.0549999999999999,59,151,99,-2,34,-7,76.0695,2760,10626,8142,20838,13662,-276,4692,-966,1.1,3020,1180,1980,-140,3127,8003,5247,-106,1802,-371,8909,5841,-118,2006,-413,14949,-302,5134,-1057,-198,3366,-693,-68,14,-693,-4,0,16,-10.79,49
"736",736,-2,-3,1,-0.0469999999999999,-3.85,1.36,-1,1,-55,122,-79,-49,-0.028,-3,-52,0.024,106,193,-0.0580000000000001,134,-28,-33,-15,69,-1,-5.236,237,-8374,-10586,2212,2607,1185,-5451,79,0.174,84,-402,99,3,25862,-5404,-6369,-2895,13317,-193,-3752,-4422,-2010,9246,-134,924,420,-1932,28,495,-2277,33,-1035,15,33,-7,0,4,-4.08,1
"737",737,-4,2,-6,0.136,-3.28,-4.99,5,-5,-196,-233,-48,-244,0.03,-94,-233,-0.016,-6,13,-0.0199999999999999,-54,-13,-104,-17,-13,-3,16.3672,4512,288,2592,624,4992,816,624,144,1.87999999999999,1222,5076,9776,282,-702,-169,-1352,-221,-169,-39,702,5616,918,702,162,1352,221,169,39,1768,1352,312,221,51,312,-19,0,16,-9.98,9
"738",738,3,0,3,-0.0640000000000001,12.98,10.24,-3,3,300,230,55,97,0.005,98,174,0.045,92,106,0.02,59,40,-20,11,-20,-9,132.9152,5390,5060,3245,2200,-1100,605,-1100,-495,1.96,3920,5782,-1960,-882,6254,4240,-2120,1166,-2120,-954,2360,-1180,649,-1180,-531,-800,440,-800,-360,-220,400,180,-220,-99,180,8,1,9,0,81
"739",739,0,-2,2,-0.0579999999999999,16.35,10.36,0,0,239,83,124,71,0.045,83,102,0.056,-92,-123,-0.002,47,56,-33,-28,37,-7,169.386,10292,-11408,5828,6944,-4092,-3472,4588,-868,-0.166,4648,3901,-2739,-581,-5781,-6888,4059,3444,-4551,861,2632,-1551,-1316,1739,-329,-1848,-1568,2072,-392,924,-1221,231,-1036,196,231,25,1,0,-20.72,49
"740",740,0,1,-1,0.031,9.32,2.14,-2,2,294,57,84,6,0.04,14,-38,0.037,112,131,0.0329999999999999,32,78,50,53,34,-3,19.9448,1176,9408,2688,6552,4200,4452,2856,-252,0.461999999999999,1092,448,700,-42,4192,10218,6550,6943,4454,-393,2496,1600,1696,1088,-96,3900,4134,2652,-234,2650,1700,-150,1802,-159,-150,2,1,0,2.14,9
"741",741,2,1,1,-0.01,13.34,11.94,-6,4,234,174,168,148,0.046,-34,-126,0.017,-68,-88,-0.00900000000000001,26,26,-30,7,-24,-9,159.2796,-5712,-11424,4368,4368,-5040,1176,-4032,-1512,0.306,-884,-884,1020,306,-2288,-2288,2640,-616,2112,792,676,-780,182,-624,-234,-780,182,-624,-234,-210,720,270,-168,-63,270,13,1,4,11.94,81
"742",742,2,15,-13,0.368,29.91,14.2,8,-6,349,-195,147,158,0.034,81,83,0.072,-26,-93,0.0429999999999999,117,125,3,57,-24,-15,424.722,11907,-3822,17199,18375,441,8379,-3528,-2205,3.48299999999999,10125,9477,243,-1215,-10881,-11625,-279,-5301,2232,1395,14625,351,6669,-2808,-1755,375,7125,-3000,-1875,171,-72,-45,-1368,-855,-45,26,1,4,213,225
"743",743,3,1,2,-0.038,16.48,14.12,-1,3,346,336,95,157,0.00999999999999995,24,68,-0.002,132,176,0.0169999999999999,83,-29,2,57,10,-9,232.6976,2280,12540,7885,-2755,190,5415,950,-855,0.407999999999998,-696,1992,48,-216,14608,-5104,352,10032,1760,-1584,-2407,166,4731,830,-747,-58,-1653,-290,261,114,20,-18,570,-513,-18,28,1,9,14.12,81
"744",744,2,1,1,-0.015,11.27,9.53,0,2,134,84,66,-9,0.036,12,24,0.004,-10,-38,0.025,9,107,41,110,59,-7,107.4031,792,-660,594,7062,2706,7260,3894,-462,0.3,1284,108,492,-84,-342,-4066,-1558,-4180,-2242,266,963,369,990,531,-63,4387,11770,6313,-749,4510,2419,-287,6490,-770,-287,5,1,4,9.53,49
"745",745,0,7,-7,0.2,17.18,9.79,3,-3,-76,-275,-8,-201,0.042,-22,-133,0.036,-38,-95,0.039,-156,-3,-25,3,-92,-11,168.1922,176,304,1248,24,200,-24,736,88,-0.858,66,3432,550,242,14820,285,2375,-285,8740,1045,468,3900,-468,14352,1716,75,-9,276,33,-75,2300,275,-276,-33,275,7,1,0,68.53,121
"746",746,0,4,-4,0.115,19.93,7.64,0,0,254,-165,100,53,0.037,42,23,0.044,12,-95,0.113,171,264,-59,54,-13,-13,152.2652,4200,1200,17100,26400,-5900,5400,-1300,-1300,4.746,11088,7182,-2478,-546,-16245,-25080,5605,-5130,1235,1235,45144,-10089,9234,-2223,-2223,-15576,14256,-3432,-3432,-3186,767,767,-702,-702,767,-9,0,0,30.56,169
"747",747,5,12,-7,0.225,24.23,14.51,6,-2,608,328,227,454,0.003,38,158,-0.026,116,48,0.103,202,225,39,36,-7,-15,351.5773,8626,26332,45854,51075,8853,8172,-1589,-3405,3.914,8550,7676,1482,-570,9696,10800,1872,1728,-336,-720,45450,7878,7272,-1414,-3030,8775,8100,-1575,-3375,1404,-273,-585,-252,-540,-585,16,1,25,174.12,225
"748",748,0,1,-1,0.028,0.35,1.65,1,-1,48,115,25,-6,0.014,-80,-201,-0.00600000000000001,78,102,0.004,113,-57,-6,62,11,-5,0.5775,-2000,1950,2825,-1425,-150,1550,275,-125,-0.32,4560,-9040,480,400,11526,-5814,-612,6324,1122,-510,-6441,-678,7006,1243,-565,342,-3534,-627,285,-372,-66,30,682,-310,30,7,1,0,1.65,25
"749",749,4,5,-1,0.0570000000000001,17.18,16.29,1,3,543,525,143,286,0.00700000000000001,203,382,0.08,54,8,0.0659999999999999,155,21,-16,23,79,-13,279.8622,29029,7722,22165,3003,-2288,3289,11297,-1859,13.398,4263,31465,-3248,-2639,1240,168,-128,184,632,-104,3255,-2480,3565,12245,-2015,-336,483,1659,-273,-368,-1264,208,1817,-299,208,14,1,16,81.45,169
"750",750,3,16,-13,0.387,29.25,14.75,9,-9,723,169,266,351,0.055,9,-11,0.017,182,228,0.0279999999999999,330,37,56,135,45,-15,431.4375,2394,48412,87780,9842,14896,35910,11970,-3990,0.251999999999999,333,2970,504,-135,75240,8436,12768,30780,10260,-3420,12210,18480,44550,14850,-4950,2072,4995,1665,-555,7560,2520,-840,6075,-2025,-840,39,1,9,236,225
"751",751,-4,-6,2,-0.1,-3.44,4.91,-5,5,-480,-196,-199,-395,-0.011,-44,-158,0.019,-38,-34,-0.0209999999999999,-245,-83,-73,-29,-44,-3,-16.8904,8756,7562,48755,16517,14527,5771,8756,597,0.923999999999996,3652,10780,3212,132,8330,2822,2482,986,1496,102,20335,17885,7105,10780,735,6059,2407,3652,249,2117,3212,219,1276,87,219,-8,0,16,-29.46,9
"752",752,0,-4,4,-0.114,13.05,9.22,-5,3,239,152,74,84,0.017,2,38,-0.017,89,107,0.015,248,164,-83,59,64,-7,120.321,148,6586,18352,12136,-6142,4366,4736,-518,0.03,328,496,-166,-14,26536,17548,-8881,6313,6848,-749,40672,-20584,14632,15872,-1736,-13612,9676,10496,-1148,-4897,-5312,581,3776,-413,581,-2,0,0,-36.88,49
"753",753,3,6,-3,0.111,-3.09,-0.32,1,-1,362,432,125,173,0.023,-1,42,-0.021,113,148,0.011,87,26,-73,-73,-8,-1,0.9888,-125,14125,10875,3250,-9125,-9125,-1000,-125,-0.011,-26,-87,73,1,12876,3848,-10804,-10804,-1184,-148,2262,-6351,-6351,-696,-87,-1898,-1898,-208,-26,5329,584,73,584,73,73,2,1,9,-1.92,1
"754",754,-2,-3,1,-0.043,-2.26,4.05,-3,3,-318,-55,-119,-82,-0.04,-75,-144,-0.034,-5,100,-0.1,-71,-46,67,44,51,-5,-9.153,8925,595,8449,5474,-7973,-5236,-6069,595,7.5,3450,5325,-5025,375,-7100,-4600,6700,4400,5100,-500,3266,-4757,-3124,-3621,355,-3082,-2024,-2346,230,2948,3417,-335,2244,-220,-335,-16,0,4,-12.15,25
"755",755,-3,-3,0,-0.033,6.02,7.27,0,0,-120,-50,-35,20,-0.023,-66,-115,-0.033,16,110,-0.091,48,-52,-37,50,-16,-5,43.7654,2310,-560,-1680,1820,1295,-1750,560,175,6.006,3432,-3168,2442,330,5280,-5720,-4070,5500,-1760,-550,-2496,-1776,2400,-768,-240,1924,-2600,832,260,-1850,592,185,-800,-250,185,-3,0,9,-21.81,25
"756",756,1,5,-4,0.118,17.29,9.12,2,-2,-185,-422,-57,-142,0.003,26,94,-0.00799999999999995,-97,-166,0.015,76,111,-98,-33,-7,-11,157.6848,-1482,5529,-4332,-6327,5586,1881,399,627,0.39,2886,1976,-2548,-286,-12616,-18426,16268,5478,1162,1826,8436,-7448,-2508,-532,-836,-10878,-3663,-777,-1221,3234,686,1078,231,363,1078,27,1,1,45.6,121
"757",757,-1,-3,2,-0.0730000000000001,-4.05,2.7,-1,1,-333,-108,-133,-215,-0.018,-51,-67,-0.047,-16,-33,0.011,-102,-50,-37,27,50,-1,-10.935,6783,2128,13566,6650,4921,-3591,-6650,133,-0.561,2550,5202,1887,51,3366,1650,1221,-891,-1650,33,5100,3774,-2754,-5100,102,1850,-1350,-2500,50,-999,-1850,37,1350,-27,37,-10,0,1,-8.1,1
"758",758,-1,-3,2,-0.0680000000000001,1.58,-0.820000000000001,-1,1,160,82,101,45,0.038,17,-88,0.066,-59,-31,-0.0489999999999999,74,-46,-14,58,18,-1,-1.2956,1717,-5959,7474,-4646,-1414,5858,1818,-101,-0.832999999999998,-782,1258,-238,-17,-2294,1426,434,-1798,-558,31,-3404,-1036,4292,1332,-74,644,-2668,-828,46,-812,-252,14,1044,-58,14,-1,0,1,2.46,1
"759",759,0,-5,5,-0.148,6.36,8.91,-1,3,-75,22,-3,-15,0.002,-1,-86,0.041,-68,-67,-0.028,79,-95,-118,35,-24,-9,56.6676,3,204,-237,285,354,-105,72,27,0.028,95,-79,118,9,-5293,6365,7906,-2345,1608,603,-7505,-9322,2765,-1896,-711,11210,-3325,2280,855,-4130,2832,1062,-840,-315,1062,-11,0,0,-44.55,81
"760",760,1,2,-1,0.036,10.23,6.55,0,0,148,27,51,-126,0.053,54,108,0.023,-8,-41,0.027,42,91,-96,11,73,-11,67.0065,2754,-408,2142,4641,-4896,561,3723,-561,1.458,4914,2268,-5184,-594,-1722,-3731,3936,-451,-2993,451,3822,-4032,462,3066,-462,-8736,1001,6643,-1001,-1056,-7008,1056,803,-121,1056,11,1,1,13.1,121
"761",761,6,13,-7,0.228,22.98,12.96,4,-4,566,230,188,274,0.028,152,356,0.039,38,-42,0.0880000000000001,107,215,-30,24,-4,-13,297.8208,28576,7144,20116,40420,-5640,4512,-752,-2444,13.376,32680,16264,-4560,-1976,-4494,-9030,1260,-1008,168,546,23005,-3210,2568,-428,-1391,-6450,5160,-860,-2795,-720,120,390,-96,-312,390,30,1,36,168.48,169
